Date,Make,Color,Amount.Due,Violation,Location,Meter,Officer.Comment,SanitizedLocation,lat,lon
6/25/08,FORD,GRN,24.00,METER VIOLATION,11TH AVE OAK ST PEARL ST,71 1,NO TIME ON METER,11TH OAK,44.0475982,-123.0910519
6/25/08,FEDX,WHT,0.00,METER VIOLATION,CHARNELTON ST 10TH AVE B,48 20,NO TIME ON METER,CHARNELTON 10TH,44.0485301,-123.094962
6/25/08,VOLV,BLU,0.00,METER VIOLATION,PEARL ST 11TH AVE 10TH A,61 18,NO TIME ON METER,PEARL 11TH,44.04929,-123.089954
6/25/08,CHEV,GRY,0.00,METER VIOLATION,11TH AVE OAK ST PEARL ST,71 5,NO TIME ON METER,11TH OAK,44.0475982,-123.0910519
6/25/08,HYUN,BLK,0.00,METER VIOLATION,CHARNELTON ST BROADWAY S,40 48,NO TIME ON METER,CHARNELTON BROADWAY,44.0495438,-123.0960329
6/25/08,HYUN,WHT,0.00,METER VIOLATION,CHARNELTON ST BROADWAY S,40 49,NO TIME ON METER,CHARNELTON BROADWAY,44.0495438,-123.0960329
6/25/08,FORD,BLU,0.00,TIME LIMIT ZONE,17TH AVE HILYARD ST PATT,NA,NO PERMIT VISIBLECHALK MARK STILL VI,17TH HILYARD,44.0412872,-123.0823841
6/25/08,TOYT,BLU,0.00,METER VIOLATION,KINCAID ST 13TH AVE END,240-53,NO TIME ON METER,KINCAID 13TH,44.04411040000001,-123.0789666
6/25/08,HOND,WHT,0.00,METER VIOLATION,KINCAID ST 13TH AVE END,227-54,NO TIME ON METER,KINCAID 13TH,44.04411040000001,-123.0789666
6/25/08,NISS,BLU,0.00,METER VIOLATION,OVERPARK S,60 82,NO TIME ON METER,,,
6/25/08,BUIC,GRY,0.00,METER VIOLATION,BROADWAY ST LINCOLN ST C,39 32,NO TIME ON METER,BROADWAY LINCOLN,44.0496592,-123.0960881
6/25/08,PLYM,GRY,24.00,METER VIOLATION,11TH AVE WILLAMETTE OAK,70 5,NO TIME ON METER,11TH WILLAMETTE,44.0391468,-123.0924404
6/25/08,HOND,BLU,0.00,METER VIOLATION,11TH AVE WILLAMETTE OAK,70 2,NO TIME ON METER,11TH WILLAMETTE,44.0391468,-123.0924404
6/25/08,MERC,BLU,0.00,METER VIOLATION,BROADWAY ST WILLAMETTE O,42 35,NO TIME ON METER,BROADWAY WILLAMETTE,44.050598,-123.09287
6/25/08,CHEV,WHT,24.00,METER VIOLATION,BROADWAY ST OLIVE ST CHA,49 15,NO TIME ON METER,BROADWAY OLIVE,44.0497313,-123.0944583
6/25/08,HOND,BLU,0.00,METER VIOLATION,CHARNELTON ST 10TH AVE B,48 21,NO TIME ON METER,CHARNELTON 10TH,44.0485301,-123.094962
6/25/08,TOYT,BLU,0.00,RESTRICTED BY SIGN,WILLAMETTE 11TH AVE 10TH,NA,COMMERCIAL MARKED VEHICLE ONLYNV,WILLAMETTE AVE,44.0211181,-123.0919185
6/25/08,VOLK,BLK,0.00,RESTRICTED BY SIGN,LOT 34,NA,CITY PERMIT PARKING ONLYMAY EXP/NCPV,,,
6/25/08,VOLK,GRY,0.00,METER VIOLATION,LOT 10,49,NO TIME ON METER,,,
6/25/08,HOND,WHT,0.00,METER VIOLATION,LOT 10,15,NO TIME ON METER,,,
6/25/08,TOYT,BLU,0.00,METER VIOLATION,8TH AVE OAK ST PEARL ST,34-38,NO TIME ON METER,8TH OAK,44.0516002,-123.0906409
6/25/08,FORD,RED,0.00,METER VIOLATION,WEST PARK-8,42-65,NO TIME ON METER,,,
6/25/08,SAAB,GRY,12.00,METER VIOLATION,KINCAID ST 15TH AVE 14TH,239-24,NO TIME ON METER,KINCAID 15TH,44.04411040000001,-123.0789666
6/25/08,SUBA,GRN,0.00,METER VIOLATION,KINCAID ST 13TH AVE END,227-68,NO TIME ON METER,KINCAID 13TH,44.04411040000001,-123.0789666
6/25/08,KIA,GRY,0.00,METER VIOLATION,WILLAMETTE - 11TH TO 10TH,60-49,NO TIME ON METER,WILLAMETTE 11TH,44.0506783,-123.0929079
6/25/08,VOLK,WHT,0.00,METER VIOLATION,12TH AVE KINCAID ST ALDE,214-8,NO TIME ON METER,12TH KINCAID,44.04411040000001,-123.0789666
6/25/08,DODG,RED,0.00,METER VIOLATION,8TH AVE OAK ST PEARL ST,34-36,NO TIME ON METER,8TH OAK,44.0516002,-123.0906409
6/25/08,MITS,MAR,0.00,METER VIOLATION,ALDER ST 11TH AVE BROADW,205-23,NO TIME ON METER,ALDER 11TH,44.04741689999999,-123.0797508
6/25/08,VOLK,BLK,24.00,METER VIOLATION,ALDER ST 13TH AVE 11TH A,213-18,NO TIME ON METER,ALDER 13TH,44.0456069,-123.079995
6/25/08,NISS,GLD,0.00,TIME LIMIT ZONE,15TH AVE MOSS ST VILLARD,NA,CHALK MARK STILL VISIBLENO PERMIT VI,15TH MOSS,44.04159629999999,-123.0660206
6/25/08,HOND,RED,0.00,TIME LIMIT ZONE,VILLARD ST 15TH AVE 17TH,NA,CHALK MARK STILL VISIBLENO PERMIT VI,VILLARD 15TH,44.0432966,-123.0648021
6/25/08,UNKN,WHT,0.00,TIME LIMIT ZONE,ORCHARD ST 17TH AVE 19TH,NA,CHALK MARK STILL VISIBLENO PERMIT VI,ORCHARD 17TH,44.043107,-123.0627
6/25/08,HOND,BLK,24.00,"SPACE MARKINGS,DIRECTI",13TH AVE KINCAID ST ALDE,NA,NOT A PARKING SPACEMANEUVERING SPACE,13TH KINCAID,44.04411040000001,-123.0789666
6/25/08,NISS,RED,0.00,METER VIOLATION,12TH AVE ALDER ST KINCAI,209038,NO TIME ON METER,12TH ALDER,44.04646169999999,-123.0798634
6/25/08,HOND,BLU,0.00,METER VIOLATION,HIGH ST 4TH AVE 6TH AVE,18-50,NO TIME ON METER,HIGH 4TH,44.0377702,-123.0866908
6/25/08,NISS,RED,24.00,METER VIOLATION,LINCOLN ST 6TH AVE 7TH A,20-24,NO TIME ON METER,LINCOLN 6TH,44.0743617,-123.1069716
6/25/08,CHRY,BLU,0.00,METER VIOLATION,HIGH ST 6TH AVE 5TH AVE,17-26,NO TIME ON METER,HIGH 6TH,44.0530736,-123.096141
6/25/08,FORD,BLK,24.00,METER VIOLATION,8TH AVE EAST PARK-8 PEAR,43-2,NO TIME ON METER,8TH EAST,44.0510162,-123.0881198
6/25/08,SUZU,BLU,0.00,METER VIOLATION,EAST PARK-8,43-76,NO TIME ON METER,,,
6/25/08,TOYT,BLU,24.00,METER VIOLATION,OAK ST 6TH AVE 7TH AVE,25-50,NO TIME ON METER,OAK 6TH,44.053089,-123.091963
6/25/08,PORS,BLK,0.00,METER VIOLATION,8TH AVE OLIVE ST WILLAME,41-8,NO TIME ON METER,8TH OLIVE,44.05119029999999,-123.0944561
6/25/08,SAAB,SIL,0.00,METER VIOLATION,LOT 31,116,NO TIME ON METEREXPIRED MAY 08 PERMI,,,
6/25/08,CHEV,BLU,24.00,TIME LIMIT ZONE,FERRY ST 13TH AVE 12TH A,NA,CHALK MARK STILL VISIBLENO PERMIT VI,FERRY 13TH,44.0452933,-123.084937
6/25/08,BMW,RED,0.00,TIME LIMIT ZONE,FERRY ST 14TH AVE 13TH A,NA,CHALK MARK STILL VISIBLENO PERMIT VI,FERRY 14TH,44.0452933,-123.084937
6/25/08,MITS,RED,0.00,TIME LIMIT ZONE,14TH AVE MILL ST FERRY S,NA,CHALK MARK STILL VISIBLENO PERMIT VI,14TH MILL,44.0452933,-123.084937
6/25/08,MAZD,WHT,0.00,TIME LIMIT ZONE,MILL ST 15TH AVE 16TH AV,NA,CHALK MARK STILL VISIBLENO PERMIT VI,MILL 15TH,44.043051,-123.088771
6/25/08,SUBA,BLU,0.00,TIME LIMIT ZONE,FERRY ST 15TH AVE 14TH A,NA,CHALK MARK STILL VISIBLENO PERMIT VI,FERRY 15TH,44.0452933,-123.084937
6/25/08,TOYT,RED,0.00,EXCESS OF POSTED TIME,MOSS ST 19TH AVE FAIRMOU,NA,CHALK MARK STILL VISIBLEVEH MUST LEA,MOSS 19TH,44.0389099,-123.0664199
6/25/08,DODG,WHT,0.00,TIME LIMIT ZONE,17TH AVE MOSS ST COLUMBI,NA,CHALK MARK STILL VISIBLENO PERMIT VI,17TH MOSS,44.04159629999999,-123.0660206
6/25/08,HOND,RED,0.00,EXCESS OF POSTED TIME,VILLARD ST 15TH AVE 17TH,NA,CHALK MARK STILL VISIBLEVEH MUST LEA,VILLARD 15TH,44.0432966,-123.0648021
6/25/08,AUDI,BEI,0.00,"SPACE MARKINGS,DIRECTI",KINCAID ST 12TH AVE 13TH,214-17,VEH NOT IN SPACE MARKINGSMANEUVERING,KINCAID 12TH,44.04411040000001,-123.0789666
6/25/08,JEEP,GRY,0.00,METER VIOLATION,12TH AVE ALDER ST KINCAI,209-33,NO TIME ON METER,12TH ALDER,44.04646169999999,-123.0798634
6/25/08,BMW,WHT,0.00,METER VIOLATION,KINCAID ST 12TH AVE 13TH,214-25,NO TIME ON METER,KINCAID 12TH,44.04411040000001,-123.0789666
6/25/08,TOYT,BLU,0.00,METER VIOLATION,KINCAID ST 13TH AVE END,227-65,NO TIME ON METER,KINCAID 13TH,44.04411040000001,-123.0789666
6/25/08,FORD,GRY,0.00,METER VIOLATION,KINCAID ST 14TH AVE 13TH,226-20,NO TIME ON METER,KINCAID 14TH,44.04411040000001,-123.0789666
6/25/08,HOND,WHT,30.00,YELLOW ZONE,KINCAID ST 14TH AVE 13TH,NA,ALL IN YELLOW,KINCAID 14TH,44.04411040000001,-123.0789666
6/25/08,HOND,WHT,0.00,TIME LIMIT ZONE,14TH AVE PATTERSON ST HI,NA,NO PERMIT VISIBLECHALK MARK STILL VI,14TH PATTERSON,44.04473,-123.081623
6/25/08,FORD,RED,0.00,TIME LIMIT ZONE,KINCAID ST 18TH AVE 19TH,NA,NO PERMIT VISIBLECHALK MARK STILL VI,KINCAID 18TH,44.039405,-123.079017
6/25/08,MAZD,GRY,24.00,TIME LIMIT ZONE,UNIVERSITY ST 19TH AVE 1,NA,2HRCHALK MARK STILL VISIBLE,UNIVERSITY 19TH,44.0448302,-123.0726055
6/25/08,BMW,BLK,0.00,TIME LIMIT ZONE,17TH AVE ALDER ST HILYAR,NA,1HRCHALK MARK STILL VISIBLE,17TH ALDER,44.0413005,-123.0802387
6/25/08,GMC,WHT,0.00,METER VIOLATION,18TH AVE ALDER ST UNIVER,271-33,NO TIME ON METER,18TH ALDER,44.039366,-123.0806285
6/25/08,VOLK,BLU,0.00,TIME LIMIT ZONE,15TH AVE PATTERSON ST HI,NA,NO PERMIT VISIBLECHALK MARK STILL VI,15TH PATTERSON,44.04515199999999,-123.0834043
6/25/08,NISS,WHT,0.00,TIME LIMIT ZONE,19TH AVE UNIVERSITY ST P,NA,NO PERMIT VISIBLECHALK MARK STILL VI,19TH UNIVERSITY,44.0448302,-123.0726055
6/25/08,FORD,GRY,0.00,METER VIOLATION,KINCAID ST END 15TH AVE,250-18,NO TIME ON METER,KINCAID END,44.028754,-123.079741
6/25/08,FORD,WHT,0.00,METER VIOLATION,KINCAID ST 13TH AVE END,240-61,NO TIME ON METER,KINCAID 13TH,44.04411040000001,-123.0789666
6/25/08,BUIC,GRY,0.00,RESTRICTED BY SIGN,LOT 15,NA,CITY PERMIT PARKING ONLYNO PERMIT VI,,,
6/25/08,DODG,GRY,0.00,METER VIOLATION,FERRY ST 8TH AVE BROADWA,46 10,NO TIME ON METER,FERRY 8TH,44.0452933,-123.084937
6/25/08,CHEV,RED,0.00,METER VIOLATION,11TH AVE WILLAMETTE OAK,70 3,NO TIME ON METER,11TH WILLAMETTE,44.0391468,-123.0924404
6/25/08,MAZD,WHT,0.00,METER VIOLATION,LOT 10,22,NO TIME ON METER,,,
6/25/08,VOLK,GRY,0.00,METER VIOLATION,PEARL ST BROADWAY ST 8TH,43 19,NO TIME ON METER,PEARL BROADWAY,44.0500531,-123.0898399
6/25/08,TOYT,GRY,0.00,METER VIOLATION,BROADWAY ST CHARNELTON S,40 35,NO TIME ON METER,BROADWAY CHARNELTON,44.0497188,-123.0949709
6/25/08,TOYT,GRY,0.00,METER VIOLATION,CHARNELTON ST 11TH AVE 1,57 24,NO TIME ON METER,CHARNELTON 11TH,44.0479306,-123.1254945
6/25/08,HOND,MAR,0.00,RESTRICTED BY SIGN,LOT 34,NA,CITY PERMIT PARKING ONLYNO PERMIT VI,,,
6/25/08,CHEV,RED,0.00,METER VIOLATION,LOT 10,66,NO TIME ON METER,,,
6/25/08,HOND,GRY,0.00,METER VIOLATION,OAK ST BROADWAY ST 10TH,52 47,NO TIME ON METER,OAK BROADWAY,44.0431537,-123.0909284
6/25/08,HOND,GRN,0.00,METER VIOLATION,CHARNELTON ST BROADWAY S,40 56,NO TIME ON METER,CHARNELTON BROADWAY,44.0495438,-123.0960329
6/25/08,CHEV,BRO,0.00,METER VIOLATION,8TH AVE OAK ST WEST PARK,42-7,NO TIME ON METER,8TH OAK,44.0516002,-123.0906409
6/26/08,JEEP,WHT,20.00,NONSUFFICIENT FUNDS,NA,NA,$15 NSF CHK,,,
6/26/08,GMC,WHT,0.00,RESTRICTED BY SIGN,LOT 07 - UNATTENDED VEHICLE,NA,AIRPORT TERMINAL,LOT -,44.0738645,-123.1453971
6/26/08,CHEV,SIL,30.00,RESTRICTED BY SIGN,LOT - 07 AIRPORT TERMINAL,NA,UNATTENDED VEHICLE,LOT 07,44.003004,-123.071784
6/26/08,BMW,WHT,30.00,RESTRICTED BY SIGN,COMMONS / KINSROW,NA,NO PARKING ZONE CLEARLY,COMMONS KINSROW,44.0582974,-123.0590075
6/26/08,LEXS,GRY,0.00,RESTRICTED BY SIGN,7TH @ WILLAMETTE,NA,NO PARKING ZONE,7TH WILLAMETTE,44.05221299999999,-123.125932
6/26/08,TOYT,GLD,0.00,RESTRICTED BY SIGN,LOT 07 - AIRPORT TERMINAL,NA,UNATTENDED VEHICLE,LOT -,44.0738645,-123.1453971
6/26/08,NISS,MAR,0.00,HANDICAP,NO VISIBLE PERMIT,NA,NA,NO PERMIT,44.049128,-123.093856
6/26/08,FORD,MAR,0.00,RESTRICTED BY SIGN,COMMONS / KINSROW,NA,NO PARKING ZONE CLEARLY,COMMONS KINSROW,44.0582974,-123.0590075
6/26/08,FORD,WHT,30.00,RESTRICTED BY SIGN,LOT 07 - AIRPORT TERMINAL,NA,UNATTENDED VEHICLE,LOT -,44.0738645,-123.1453971
6/26/08,NISS,BLU,24.00,METER VIOLATION,BROADWAY ST WILLAMETTE O,50 9,NO TIME ON METER,BROADWAY WILLAMETTE,44.050598,-123.09287
6/26/08,CHEV,WHT,0.00,TIME LIMIT ZONE,15TH AVE PATTERSON ST HI,NA,NO PERMIT VISIBLECHALK MARK STILL VI,15TH PATTERSON,44.04515199999999,-123.0834043
6/26/08,FORD,BLK,0.00,TIME LIMIT ZONE,15TH AVE FERRY ST PATTER,NA,NO PERMIT VISIBLECHALK MARK STILL VI,15TH FERRY,44.0452933,-123.084937
6/26/08,ISUZ,WHT,0.00,METER VIOLATION,PEARL ST 10TH AVE BROADW,53 51,NO TIME ON METER,PEARL 10TH,44.04929,-123.089954
6/26/08,HYUN,RED,0.00,METER VIOLATION,8TH AVE PEARL ST OAK ST,34-32,NO TIME ON METER,8TH PEARL,44.0516002,-123.0906409
6/26/08,BMW,WHT,0.00,METER VIOLATION,KINCAID ST 14TH AVE 13TH,226-22,NO TIME ON METER,KINCAID 14TH,44.04411040000001,-123.0789666
6/26/08,HOND,GRY,0.00,METER VIOLATION,BROADWAY ST PEARL ST HIG,44 36,NO TIME ON METER,BROADWAY PEARL,44.049821,-123.090191
6/26/08,TOYT,GRN,0.00,METER VIOLATION,BROADWAY ST OAK ST PEARL,43 30,NO TIME ON METER,BROADWAY OAK,44.0502458,-123.0917266
6/26/08,DODG,GRY,0.00,METER VIOLATION,BROADWAY ST OAK ST PEARL,43 34,NO TIME ON METER,BROADWAY OAK,44.0502458,-123.0917266
6/26/08,MACK,GRN,0.00,METER VIOLATION,BROADWAY ST WILLAMETTE O,42 37,NO TIME ON METER,BROADWAY WILLAMETTE,44.050598,-123.09287
6/26/08,HOND,BLK,24.00,METER VIOLATION,BROADWAY ST CHARNELTON S,40 34,NO TIME ON METER,BROADWAY CHARNELTON,44.0497188,-123.0949709
6/26/08,FORD,WHT,0.00,METER VIOLATION,BROADWAY ST PEARL ST HIG,44 37,NO TIME ON METER,BROADWAY PEARL,44.049821,-123.090191
6/26/08,INFI,GRY,0.00,METER VIOLATION,KINCAID ST 12TH AVE 13TH,214 15,NO TIME ON METER,KINCAID 12TH,44.04411040000001,-123.0789666
6/26/08,MERC,GLD,0.00,METER VIOLATION,12TH AVE KINCAID ST ALDE,214 11,NO TIME ON METER,12TH KINCAID,44.04411040000001,-123.0789666
6/26/08,TOYT,WHT,0.00,METER VIOLATION,12TH AVE KINCAID ST ALDE,214 6,NO TIME ON METER,12TH KINCAID,44.04411040000001,-123.0789666
6/26/08,TOYT,RED,0.00,METER VIOLATION,12TH AVE ALDER ST KINCAI,209 38,NO TIME ON METER,12TH ALDER,44.04646169999999,-123.0798634
6/26/08,VOLK,GRN,0.00,TIME LIMIT ZONE,GARDEN AVE WALNUT ST VIL,NA,CHALK MARK STILL VISIBLE,GARDEN WALNUT,44.0432959,-123.0615366
6/26/08,NISS,WHT,0.00,TIME LIMIT ZONE,GARDEN AVE WALNUT ST VIL,NA,CHALK MARK STILL VISIBLE,GARDEN WALNUT,44.0432959,-123.0615366
6/26/08,CHEV,BLK,0.00,TIME LIMIT ZONE,PATTERSON ST 12TH AVE 11,NA,CHALK MARK STILL VISIBLENO PERMIT VI,PATTERSON 12TH,44.0467662,-123.0840397
6/26/08,NISS,WHT,30.00,YELLOW ZONE,12TH AVE FERRY ST PATTER,NA,ALL IN YELLOW,12TH FERRY,44.0484612,-123.0855373
6/26/08,HOND,BLU,24.00,METER VIOLATION,WILLAMETTE 13TH AVE 11TH,79-24,NO TIME ON METER,WILLAMETTE AVE,44.0211181,-123.0919185
6/26/08,FORD,BEI,0.00,METER VIOLATION,WILLAMETTE 13TH AVE 11TH,79-26,NO TIME ON METER,WILLAMETTE AVE,44.0211181,-123.0919185
6/26/08,HOND,RED,0.00,ON SIDEWALK,15TH AVE MILL ST HIGH ST,NA,BLOCKING SIDEWALKNOT A PARKING SPACE,15TH MILL,44.043051,-123.088771
6/26/08,JEEP,GRY,0.00,WRONG SIDE PARKING,15TH AVE HILYARD ST ALDE,CH838C3,MUST PARK WITH FLOW OF TRAFFIC,15TH HILYARD,44.0436443,-123.0821076
6/26/08,NISS,WHT,0.00,TIME LIMIT ZONE,POTTER ST 18TH AVE 19TH,NA,2HRCHALK MARK STILL VISIBLE,POTTER 18TH,44.028251,-123.103116
6/26/08,NISS,WHT,24.00,TIME LIMIT ZONE,POTTER ST 18TH AVE 19TH,NA,2HRCHALK MARK STILL VISIBLE,POTTER 18TH,44.028251,-123.103116
6/26/08,CHRY,GRY,0.00,TIME LIMIT ZONE,19TH AVE UNIVERSITY ST P,NA,NO PERMIT VISIBLECHALK MARK STILL VI,19TH UNIVERSITY,44.0448302,-123.0726055
6/26/08,GMC,GLD,0.00,TIME LIMIT ZONE,UNIVERSITY ST 18TH AVE 1,NA,NO PERMIT VISIBLECHALK MARK STILL VI,UNIVERSITY 18TH,44.0448302,-123.0726055
6/26/08,TOYT,WHT,0.00,CURB STRIP,UNIVERSITY ST 1842,NA,NO PARKING,UNIVERSITY 1842,44.039551,-123.075124
6/26/08,HOND,GRN,0.00,WRONG SIDE PARKING,ONYX ST 19TH AVE 20TH AV,NA,MUST PARK WITH FLOW OF TRAFFIC,ONYX 19TH,44.0389094,-123.073056
6/26/08,CHEV,GRY,0.00,TIME LIMIT ZONE,ONYX ST 19TH AVE 20TH AV,NA,NO PERMIT VISIBLECHALK MARK STILL VI,ONYX 19TH,44.0389094,-123.073056
6/26/08,TOYT,GRN,0.00,TIME LIMIT ZONE,UNIVERSITY ST 20TH AVE 1,NA,NO PERMIT VISIBLECHALK MARK STILL VI,UNIVERSITY 20TH,44.0378395,-123.0746304
6/26/08,TOYT,BLK,0.00,METER VIOLATION,BROADWAY ST OAK ST PEARL,43 30,NO TIME ON METER,BROADWAY OAK,44.0502458,-123.0917266
6/26/08,TOYT,GY,0.00,METER VIOLATION,BROADWAY ST WILLAMETTE O,42 36,NO TIME ON METER,BROADWAY WILLAMETTE,44.050598,-123.09287
6/26/08,FORD,BLU,24.00,METER VIOLATION,BROADWAY ST WILLAMETTE O,50 8,NO TIME ON METER,BROADWAY WILLAMETTE,44.050598,-123.09287
6/26/08,HOND,BLU,0.00,METER VIOLATION,BROADWAY ST OAK ST WILLA,51 36,NO TIME ON METER,BROADWAY OAK,44.0502458,-123.0917266
6/26/08,CHEV,BLK,0.00,METER VIOLATION,11TH AVE WILLAMETTE OAK,70 9,NO TIME ON METER,11TH WILLAMETTE,44.0391468,-123.0924404
6/26/08,DODG,RED,0.00,METER VIOLATION,11TH AVE WILLAMETTE OAK,70 3,NO TIME ON METER,11TH WILLAMETTE,44.0391468,-123.0924404
6/26/08,CHEV,BLK,0.00,METER VIOLATION,11TH AVE WILLAMETTE OAK,70 2,NO TIME ON METER,11TH WILLAMETTE,44.0391468,-123.0924404
6/26/08,SUBA,MAR,0.00,METER VIOLATION,CHARNELTON ST 10TH AVE 1,58 50,NO TIME ON METER,CHARNELTON 10TH,44.0485301,-123.094962
6/26/08,TOYT,RED,0.00,METER VIOLATION,CHARNELTON ST BROADWAY S,49 56,NO TIME ON METER,CHARNELTON BROADWAY,44.0495438,-123.0960329
6/26/08,VOLK,GRN,0.00,METER VIOLATION,WEST PARK-7,33-73,NO TIME ON METER,,,
6/26/08,HOND,BLK,0.00,METER VIOLATION,8TH AVE CHARNELTON ST OL,31-37,NO TIME ON METER,8TH CHARNELTON,44.05118239999999,-123.0963337
6/26/08,TOYT,BLK,0.00,METER VIOLATION,5TH AVE LAWRENCE ST LINC,13547,NO TIME ON METER,5TH LAWRENCE,44.0510462,-123.0983383
6/26/08,OLDS,GRY,0.00,METER VIOLATION,LINCOLN ST 7TH AVE 8TH A,29-23,NO TIME ON METER,LINCOLN 7TH,44.0523904,-123.0972803
6/26/08,TOYT,BLK,0.00,METER VIOLATION,8TH AVE OAK ST PEARL ST,34-34,NO TIME ON METER,8TH OAK,44.0516002,-123.0906409
6/26/08,HOND,BLK,0.00,METER VIOLATION,EAST PARK-8,43-91,NO TIME ON METER,,,
6/26/08,TOYT,BLU,0.00,METER VIOLATION,HIGH ST 6TH AVE 5TH AVE,17-18,NO TIME ON METER,HIGH 6TH,44.0530736,-123.096141
6/26/08,ACUR,GRY,24.00,METER VIOLATION,PEARL ST 5TH AVE 6TH AVE,17-53,NO TIME ON METER,PEARL 5TH,44.054605,-123.089331
6/26/08,BUIC,BEI,24.00,TIME LIMIT ZONE,BROADWAY ST WASHINGTON S,NA,CHALK MARK STILL VISIBLENO PERMIT VI,BROADWAY WASHINGTON,44.0503976,-123.0996463
6/26/08,FORD,BLU,0.00,TIME LIMIT ZONE,10TH AVE LINCOLN ST LAWR,NA,CHALK MARK STILL VISIBLE,10TH LINCOLN,44.0743617,-123.1069716
6/26/08,SUBA,BLU,0.00,TIME LIMIT ZONE,LAWRENCE ST 12TH AVE 11T,NA,CHALK MARK STILL VISIBLE,LAWRENCE 12TH,44.04662560000001,-123.098836
6/26/08,FORD,RED,0.00,TIME LIMIT ZONE,FERRY ST 14TH AVE 13TH A,NA,CHALK MARK STILL VISIBLENO PERMIT VI,FERRY 14TH,44.0452933,-123.084937
6/26/08,HYUN,WHT,0.00,TIME LIMIT ZONE,15TH AVE - PATTERSON TO FERRY,NA,NO PERMIT VISIBLE,15TH -,44.0437374,-123.124161
6/26/08,BMW,BLK,0.00,RESTRICTED BY SIGN,LOT 31,NA,CITY PERMIT PARKING ONLY,,,
6/26/08,FORD,RED,0.00,METER VIOLATION,13TH AVE KINCAID ST ALDE,226 10,NO TIME ON METER,13TH KINCAID,44.04411040000001,-123.0789666
6/26/08,DODG,WHT,0.00,TIME LIMIT ZONE,19TH AVE AGATE ST COLUMB,NA,CHALK MARK STILL VISIBLE1HR ZONE,19TH AGATE,44.039064,-123.0704815
6/26/08,CHRY,RED,0.00,TIME LIMIT ZONE,17TH AVE COLUMBIA ST MOS,NA,CHALK MARK STILL VISIBLENO PERMIT VI,17TH COLUMBIA,44.0945889,-123.0971691
6/26/08,DODG,RED,24.00,TIME LIMIT ZONE,VILLARD ST 15TH AVE 17TH,NA,CHALK MARK STILL VISIBLENO PERMIT VI,VILLARD 15TH,44.0432966,-123.0648021
6/26/08,VOLK,RED,0.00,TIME LIMIT ZONE,WALNUT ST 15TH AVE 17TH,NA,CHALK MARK STILL VISIBLENO VALID PER,WALNUT 15TH,44.0439949,-123.0614961
6/26/08,BMW,BLK,0.00,TIME LIMIT ZONE,12TH AVE PATTERSON ST FE,NA,CHALK MARK STILL VISIBLENO PERMIT VI,12TH PATTERSON,44.0467662,-123.0840397
6/26/08,DODG,SIL,0.00,TIME LIMIT ZONE,COLUMBIA ST 19TH AVE 17T,NA,CHALK MARK STILL VISIBLENO PERMIT VI,COLUMBIA 19TH,44.0457946,-123.0741681
6/26/08,CADI,BUR,24.00,TIME LIMIT ZONE,19TH AVE AGATE ST COLUMB,NA,CHALK MARK STILL VISIBLE1HR ZONE,19TH AGATE,44.039064,-123.0704815
6/26/08,SUBA,BLU,0.00,RESTRICTED BY SIGN,13TH AVE KINCAID ST ALDE,NA,COMMERCIAL MARKED VEHICLE ONLYNO COM,13TH KINCAID,44.04411040000001,-123.0789666
6/26/08,MAZD,BLK,0.00,TIME LIMIT ZONE,15TH AVE PATTERSON ST FE,NA,NO PERMIT VISIBLECHALK MARK STILL VI,15TH PATTERSON,44.04515199999999,-123.0834043
6/26/08,HOND,RED,0.00,TIME LIMIT ZONE,16TH AVE HILYARD ST PATT,NA,NO PERMIT VISIBLECHALK MARK STILL VI,16TH HILYARD,44.042008,-123.080528
6/26/08,FORD,GRY,0.00,TIME LIMIT ZONE,HILYARD ST 15TH AVE 16TH,NA,NO PERMIT VISIBLECHALK MARK STILL VI,HILYARD 15TH,44.04473,-123.081623
6/26/08,TOYT,GRY,0.00,TIME LIMIT ZONE,19TH AVE KINCAID ST ALDE,NA,NO PERMIT VISIBLECHALK MARK STILL VI,19TH KINCAID,44.0392942,-123.0700585
6/26/08,BMW,GRY,0.00,TIME LIMIT ZONE,20TH AVE ONYX ST UNIVERS,NA,NO PERMIT VISIBLECHALK MARK STILL VI,20TH ONYX,44.0378166,-123.073083
6/26/08,TOYT,WHT,0.00,TIME LIMIT ZONE,HARRIS ST 19TH AVE 20TH,NA,NO PERMIT VISIBLECHALK MARK STILL VI,HARRIS 19TH,44.0389233,-123.0777203
6/26/08,SUBA,GRN,0.00,METER VIOLATION,KINCAID ST 15TH AVE 14TH,239-24,NO TIME ON METER,KINCAID 15TH,44.04411040000001,-123.0789666
6/26/08,ACUR,WHT,24.00,TIME LIMIT ZONE,POTTER ST 19TH AVE 18TH,NA,2HRCHALK MARK STILL VISIBLE,POTTER 19TH,44.0396102,-123.0757823
6/26/08,STRN,GRN,0.00,TIME LIMIT ZONE,19TH AVE HARRIS ST POTTE,NA,NO PERMIT VISIBLECHALK MARK STILL VI,19TH HARRIS,44.0389233,-123.0777203
6/26/08,BMW,BLK,0.00,TIME LIMIT ZONE,20TH AVE POTTER ST HARRI,NA,NO PERMIT VISIBLECHALK MARK STILL VI,20TH POTTER,44.0378465,-123.0762065
6/26/08,DAEW,WHT,24.00,METER VIOLATION,11TH AVE OAK ST PEARL ST,71 6,NO TIME ON METER,11TH OAK,44.0475982,-123.0910519
